,articleid,level,sentiment_score,sentiment_magnitude,language,sentence_text,byline,section,item_type,material_type_facet,des_facet,org_facet,per_facet,geo_facet,title,abstract,first_published_date,first_published_date_parsed
2,14virus-jobless,sentence,-0.699999988079071,0.699999988079071,,"Nearly three million new unemployment claims brought the two-month total to more than 36 million, even with some still frustrated in seeking benefits.",BY PATRICIA COHEN AND TIFFANY HSU,Business,Article,News,"['Unemployment Insurance', 'Labor and Jobs', 'Unemployment', 'United States Economy', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'States (US)', 'Coronavirus Reopenings']",['Labor Department (US)'],,['United States'],‘Rolling Shock’ as Job Losses Mount Even With Reopenings,"Nearly three million new unemployment claims brought the two-month total to more than 36 million, even with some still frustrated in seeking benefits.",2020-05-14T08:38:19-04:00,2020-05-14 13:38:19+01:00
0,14malaysia-corruption,document,-0.30000001192092896,1.0,en,,BY RICHARD C. PADDOCK,World,Article,News,['Money Laundering'],"['1Malaysia Development Berhad (1MDB)', 'Red Granite Pictures', 'United Malays National Organization']","['Aziz, Riza Shahriz Abdul', 'Najib Razak']",['Malaysia'],Malaysia Drops Charges Against ‘Wolf of Wall Street’ Producer in 1MDB Case,Riza Aziz was accused of laundering money from a government investment fund and using it to finance his films. He agreed to return assets worth more than $107 million.,2020-05-14T08:35:33-04:00,2020-05-14 13:35:33+01:00
1,14malaysia-corruption,sentence,-0.10000000149011612,0.10000000149011612,,Malaysia Drops Charges Against ‘Wolf of Wall Street’ Producer in 1MDB Case.,BY RICHARD C. PADDOCK,World,Article,News,['Money Laundering'],"['1Malaysia Development Berhad (1MDB)', 'Red Granite Pictures', 'United Malays National Organization']","['Aziz, Riza Shahriz Abdul', 'Najib Razak']",['Malaysia'],Malaysia Drops Charges Against ‘Wolf of Wall Street’ Producer in 1MDB Case,Riza Aziz was accused of laundering money from a government investment fund and using it to finance his films. He agreed to return assets worth more than $107 million.,2020-05-14T08:35:33-04:00,2020-05-14 13:35:33+01:00
2,14malaysia-corruption,sentence,-0.800000011920929,0.800000011920929,,Riza Aziz was accused of laundering money from a government investment fund and using it to finance his films.,BY RICHARD C. PADDOCK,World,Article,News,['Money Laundering'],"['1Malaysia Development Berhad (1MDB)', 'Red Granite Pictures', 'United Malays National Organization']","['Aziz, Riza Shahriz Abdul', 'Najib Razak']",['Malaysia'],Malaysia Drops Charges Against ‘Wolf of Wall Street’ Producer in 1MDB Case,Riza Aziz was accused of laundering money from a government investment fund and using it to finance his films. He agreed to return assets worth more than $107 million.,2020-05-14T08:35:33-04:00,2020-05-14 13:35:33+01:00
3,14malaysia-corruption,sentence,0.0,0.0,,He agreed to return assets worth more than $107 million.,BY RICHARD C. PADDOCK,World,Article,News,['Money Laundering'],"['1Malaysia Development Berhad (1MDB)', 'Red Granite Pictures', 'United Malays National Organization']","['Aziz, Riza Shahriz Abdul', 'Najib Razak']",['Malaysia'],Malaysia Drops Charges Against ‘Wolf of Wall Street’ Producer in 1MDB Case,Riza Aziz was accused of laundering money from a government investment fund and using it to finance his films. He agreed to return assets worth more than $107 million.,2020-05-14T08:35:33-04:00,2020-05-14 13:35:33+01:00
0,14nyvirus-briefing,document,0.10000000149011612,0.20000000298023224,en,,,New York,Article,News,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",,,"['New York State', 'New York City']",Five of New York’s 10 Regions Can Begin to Reopen on Friday,"Construction, manufacturing and curbside retail businesses can start up again in upstate areas that have met seven criteria.",2020-05-14T07:32:25-04:00,2020-05-14 12:32:25+01:00
1,14nyvirus-briefing,sentence,0.0,0.0,,Five of New York’s 10 Regions Can Begin to Reopen on Friday.,,New York,Article,News,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",,,"['New York State', 'New York City']",Five of New York’s 10 Regions Can Begin to Reopen on Friday,"Construction, manufacturing and curbside retail businesses can start up again in upstate areas that have met seven criteria.",2020-05-14T07:32:25-04:00,2020-05-14 12:32:25+01:00
2,14nyvirus-briefing,sentence,0.10000000149011612,0.10000000149011612,,"Construction, manufacturing and curbside retail businesses can start up again in upstate areas that have met seven criteria.",,New York,Article,News,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",,,"['New York State', 'New York City']",Five of New York’s 10 Regions Can Begin to Reopen on Friday,"Construction, manufacturing and curbside retail businesses can start up again in upstate areas that have met seven criteria.",2020-05-14T07:32:25-04:00,2020-05-14 12:32:25+01:00
0,14db-newsletter,document,-0.4000000059604645,0.800000011920929,en,,,Business,Article,News,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Coronavirus Reopenings']","['Federal Reserve System', 'Tesla Motors Inc', 'Microsoft Corp']","['Powell, Jerome H', 'Musk, Elon', 'Nadella, Satya']",,What Satya Nadella Thinks,"The Microsoft chief says the recovery will be more like a “dial” than a “switch,” and worries about what is lost when everybody works from home.",2020-05-14T07:23:15-04:00,2020-05-14 12:23:15+01:00
1,14db-newsletter,sentence,-0.10000000149011612,0.10000000149011612,,What Satya Nadella Thinks.,,Business,Article,News,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Coronavirus Reopenings']","['Federal Reserve System', 'Tesla Motors Inc', 'Microsoft Corp']","['Powell, Jerome H', 'Musk, Elon', 'Nadella, Satya']",,What Satya Nadella Thinks,"The Microsoft chief says the recovery will be more like a “dial” than a “switch,” and worries about what is lost when everybody works from home.",2020-05-14T07:23:15-04:00,2020-05-14 12:23:15+01:00
2,14db-newsletter,sentence,-0.699999988079071,0.699999988079071,,"The Microsoft chief says the recovery will be more like a “dial” than a “switch,” and worries about what is lost when everybody works from home.",,Business,Article,News,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Coronavirus Reopenings']","['Federal Reserve System', 'Tesla Motors Inc', 'Microsoft Corp']","['Powell, Jerome H', 'Musk, Elon', 'Nadella, Satya']",,What Satya Nadella Thinks,"The Microsoft chief says the recovery will be more like a “dial” than a “switch,” and worries about what is lost when everybody works from home.",2020-05-14T07:23:15-04:00,2020-05-14 12:23:15+01:00
0,inequality-schools-teachers,document,0.0,0.30000001192092896,en,,BY LORA KELLEY,Opinion,Interactive,Interactive Feature,"['Education (K-12)', 'Income Inequality', 'Equal Educational Opportunities']",,,,Can You Break the Pull of a ZIP Code? Most Can’t,Our cities’ teachers on how children’s neighborhoods at birth shape their lives.,2020-05-14T07:06:44-04:00,2020-05-14 12:06:44+01:00
1,inequality-schools-teachers,sentence,0.0,0.0,,Can You Break the Pull of a ZIP Code?,BY LORA KELLEY,Opinion,Interactive,Interactive Feature,"['Education (K-12)', 'Income Inequality', 'Equal Educational Opportunities']",,,,Can You Break the Pull of a ZIP Code? Most Can’t,Our cities’ teachers on how children’s neighborhoods at birth shape their lives.,2020-05-14T07:06:44-04:00,2020-05-14 12:06:44+01:00
2,inequality-schools-teachers,sentence,0.0,0.0,,Most Can’t.,BY LORA KELLEY,Opinion,Interactive,Interactive Feature,"['Education (K-12)', 'Income Inequality', 'Equal Educational Opportunities']",,,,Can You Break the Pull of a ZIP Code? Most Can’t,Our cities’ teachers on how children’s neighborhoods at birth shape their lives.,2020-05-14T07:06:44-04:00,2020-05-14 12:06:44+01:00
3,inequality-schools-teachers,sentence,0.20000000298023224,0.20000000298023224,,Our cities’ teachers on how children’s neighborhoods at birth shape their lives.,BY LORA KELLEY,Opinion,Interactive,Interactive Feature,"['Education (K-12)', 'Income Inequality', 'Equal Educational Opportunities']",,,,Can You Break the Pull of a ZIP Code? Most Can’t,Our cities’ teachers on how children’s neighborhoods at birth shape their lives.,2020-05-14T07:06:44-04:00,2020-05-14 12:06:44+01:00
0,14Virus-mumbai-photos,document,0.0,0.800000011920929,en,,BY ATUL LOKE AND JEFFREY GETTLEMAN,World,Article,News,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",,,['Mumbai (India)'],India’s ‘Maximum City’ Engulfed by Coronavirus,Overflowing hospitals. Exhausted cops. Desperate slums. Here are images from Mumbai as the coronavirus upends the metropolis.,2020-05-14T07:00:54-04:00,2020-05-14 12:00:54+01:00
1,14Virus-mumbai-photos,sentence,0.0,0.0,,India’s ‘Maximum City’ Engulfed by Coronavirus.,BY ATUL LOKE AND JEFFREY GETTLEMAN,World,Article,News,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",,,['Mumbai (India)'],India’s ‘Maximum City’ Engulfed by Coronavirus,Overflowing hospitals. Exhausted cops. Desperate slums. Here are images from Mumbai as the coronavirus upends the metropolis.,2020-05-14T07:00:54-04:00,2020-05-14 12:00:54+01:00
2,14Virus-mumbai-photos,sentence,-0.10000000149011612,0.10000000149011612,,Overflowing hospitals.,BY ATUL LOKE AND JEFFREY GETTLEMAN,World,Article,News,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",,,['Mumbai (India)'],India’s ‘Maximum City’ Engulfed by Coronavirus,Overflowing hospitals. Exhausted cops. Desperate slums. Here are images from Mumbai as the coronavirus upends the metropolis.,2020-05-14T07:00:54-04:00,2020-05-14 12:00:54+01:00
3,14Virus-mumbai-photos,sentence,-0.30000001192092896,0.30000001192092896,,Exhausted cops.,BY ATUL LOKE AND JEFFREY GETTLEMAN,World,Article,News,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",,,['Mumbai (India)'],India’s ‘Maximum City’ Engulfed by Coronavirus,Overflowing hospitals. Exhausted cops. Desperate slums. Here are images from Mumbai as the coronavirus upends the metropolis.,2020-05-14T07:00:54-04:00,2020-05-14 12:00:54+01:00
4,14Virus-mumbai-photos,sentence,0.20000000298023224,0.20000000298023224,,Desperate slums.,BY ATUL LOKE AND JEFFREY GETTLEMAN,World,Article,News,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",,,['Mumbai (India)'],India’s ‘Maximum City’ Engulfed by Coronavirus,Overflowing hospitals. Exhausted cops. Desperate slums. Here are images from Mumbai as the coronavirus upends the metropolis.,2020-05-14T07:00:54-04:00,2020-05-14 12:00:54+01:00
5,14Virus-mumbai-photos,sentence,0.0,0.0,,Here are images from Mumbai as the coronavirus upends the metropolis.,BY ATUL LOKE AND JEFFREY GETTLEMAN,World,Article,News,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",,,['Mumbai (India)'],India’s ‘Maximum City’ Engulfed by Coronavirus,Overflowing hospitals. Exhausted cops. Desperate slums. Here are images from Mumbai as the coronavirus upends the metropolis.,2020-05-14T07:00:54-04:00,2020-05-14 12:00:54+01:00
0,14thewrongmissy,document,0.10000000149011612,0.30000001192092896,en,,BY AMY NICHOLSON,Movies,Article,Review,['Movies'],,"['Spade, David', 'Spindel, Tyler', 'Lapkus, Lauren (1985- )']",,‘The Wrong Missy’ Review: Bad Romance,"In this Netflix comedy featuring David Spade and Lauren Lapkus, a texting mix-up leads to calamitous times at a retreat.",2020-05-14T07:00:25-04:00,2020-05-14 12:00:25+01:00
1,14thewrongmissy,sentence,0.20000000298023224,0.20000000298023224,,‘The Wrong Missy’ Review: Bad Romance.,BY AMY NICHOLSON,Movies,Article,Review,['Movies'],,"['Spade, David', 'Spindel, Tyler', 'Lapkus, Lauren (1985- )']",,‘The Wrong Missy’ Review: Bad Romance,"In this Netflix comedy featuring David Spade and Lauren Lapkus, a texting mix-up leads to calamitous times at a retreat.",2020-05-14T07:00:25-04:00,2020-05-14 12:00:25+01:00
2,14thewrongmissy,sentence,0.10000000149011612,0.10000000149011612,,"In this Netflix comedy featuring David Spade and Lauren Lapkus, a texting mix-up leads to calamitous times at a retreat.",BY AMY NICHOLSON,Movies,Article,Review,['Movies'],,"['Spade, David', 'Spindel, Tyler', 'Lapkus, Lauren (1985- )']",,‘The Wrong Missy’ Review: Bad Romance,"In this Netflix comedy featuring David Spade and Lauren Lapkus, a texting mix-up leads to calamitous times at a retreat.",2020-05-14T07:00:25-04:00,2020-05-14 12:00:25+01:00
0,14thewolfhouse,document,0.5,1.100000023841858,en,,BY GLENN KENNY,Movies,Article,Review,"['Movies', 'Animated Films']",,"['Cocina, Joaquin', 'Leon, Cristobal']",,‘The Wolf House’ Review: A Different Kind of Quarantine,A predator is at the door in a stunning new animated film from Chile.,2020-05-14T07:00:16-04:00,2020-05-14 12:00:16+01:00
1,14thewolfhouse,sentence,0.20000000298023224,0.20000000298023224,,‘The Wolf House’ Review: A Different Kind of Quarantine.,BY GLENN KENNY,Movies,Article,Review,"['Movies', 'Animated Films']",,"['Cocina, Joaquin', 'Leon, Cristobal']",,‘The Wolf House’ Review: A Different Kind of Quarantine,A predator is at the door in a stunning new animated film from Chile.,2020-05-14T07:00:16-04:00,2020-05-14 12:00:16+01:00
2,14thewolfhouse,sentence,0.800000011920929,0.800000011920929,,A predator is at the door in a stunning new animated film from Chile.,BY GLENN KENNY,Movies,Article,Review,"['Movies', 'Animated Films']",,"['Cocina, Joaquin', 'Leon, Cristobal']",,‘The Wolf House’ Review: A Different Kind of Quarantine,A predator is at the door in a stunning new animated film from Chile.,2020-05-14T07:00:16-04:00,2020-05-14 12:00:16+01:00
0,14graveswithout,document,0.0,0.20000000298023224,en,,BY GLENN KENNY,Movies,Article,Review,"['Documentary Films and Programs', 'War Crimes, Genocide and Crimes Against Humanity']",['Khmer Rouge'],"['Panh, Rithy', 'Pol Pot']",['Cambodia'],‘Graves Without a Name’ Review: An Impossible Quest in Cambodia,"The filmmaker Rithy Panh attempts to find where his parents, victims of the Khmer Rouge, are buried.",2020-05-14T07:00:07-04:00,2020-05-14 12:00:07+01:00
1,14graveswithout,sentence,0.10000000149011612,0.10000000149011612,,‘Graves Without a Name’ Review: An Impossible Quest in Cambodia.,BY GLENN KENNY,Movies,Article,Review,"['Documentary Films and Programs', 'War Crimes, Genocide and Crimes Against Humanity']",['Khmer Rouge'],"['Panh, Rithy', 'Pol Pot']",['Cambodia'],‘Graves Without a Name’ Review: An Impossible Quest in Cambodia,"The filmmaker Rithy Panh attempts to find where his parents, victims of the Khmer Rouge, are buried.",2020-05-14T07:00:07-04:00,2020-05-14 12:00:07+01:00
2,14graveswithout,sentence,0.0,0.0,,"The filmmaker Rithy Panh attempts to find where his parents, victims of the Khmer Rouge, are buried.",BY GLENN KENNY,Movies,Article,Review,"['Documentary Films and Programs', 'War Crimes, Genocide and Crimes Against Humanity']",['Khmer Rouge'],"['Panh, Rithy', 'Pol Pot']",['Cambodia'],‘Graves Without a Name’ Review: An Impossible Quest in Cambodia,"The filmmaker Rithy Panh attempts to find where his parents, victims of the Khmer Rouge, are buried.",2020-05-14T07:00:07-04:00,2020-05-14 12:00:07+01:00
0,14fourteen,document,0.0,0.4000000059604645,en,,BY TEO BUGBEE,Movies,Article,Review,['Movies'],,['Dan Sallitt'],,‘Fourteen’ Review: An Intertwined Friendship Unravels,Dan Sallitt’s intimate character drama leaves a little too much left unsaid.,2020-05-14T07:00:06-04:00,2020-05-14 12:00:06+01:00
